Original_Field_ID,Category,Section,Table_Name,SQL_Column_Name,SQL_Data_Type,Field_Type,Label
common_flexor_origin_tear_type_chronicity,general,,demographics_part_1,dem_common_flexor_origin_tear_type_chronicity,VARCHAR(50),radio,COMMON FLEXOR ORIGIN Tear type - chronicity
common_flexor_origin_tear_type_thickness,general,,demographics_part_1,dem_common_flexor_origin_tear_type_thickness,VARCHAR(50),radio,COMMON FLEXOR ORIGIN Tear type - thickness
common_flexor_origin_sequelae_related_to_non_arthroplasty_implant,general,,demographics_part_1,dem_common_flexor_origin_sequelae_related_to_non_arthroplasty_i,JSONB,checkbox,COMMON FLEXOR ORIGIN - Sequelae related to non-arthroplasty implant
mechanical_neuropathy_nerve_location_involvement_aetiology_multiple_options,general,,demographics_part_1,dem_mechanical_neuropathy_nerve_location_involvement_aetiology_,VARCHAR(50),radio,Mechanical neuropathy - nerve location involvement / aetiology (multiple options)
nerve_dysfunction_classification_seddon_pic,general,,demographics_part_1,dem_nerve_dysfunction_classification_seddon_pic,TEXT,display,"Nerve Dysfunction Classification (Seddon) Davplast, CC BY-SA 4.0 , via Wikimedia CommonsDavplast, CC"
nerve_dysfunction_classification_seddon,general,,demographics_part_1,dem_nerve_dysfunction_classification_seddon,VARCHAR(50),radio,Nerve Dysfunction Classification (Seddon)
olecranon_fracture_closed_open,general,,demographics_part_1,dem_olecranon_fracture_closed_open,VARCHAR(50),radio,Olecranon Fracture Closed / Open
olecranon_fracture_soft_tissue_status,general,,demographics_part_1,dem_olecranon_fracture_soft_tissue_status,TEXT,textarea,Olecranon Fracture Soft Tissue Status
olecranon_malunion,general,,demographics_part_1,dem_olecranon_malunion,VARCHAR(500),text,Olecranon malunion
olecranon_pathological_fracture_excluding_stress_fracture,general,,demographics_part_1,dem_olecranon_pathological_fracture_excluding_stress_fracture,VARCHAR(500),text,Olecranon pathological fracture (excluding stress fracture)
olecranon_periprosthetic_fracture_non_arthroplasty,general,,demographics_part_1,dem_olecranon_periprosthetic_fracture_non_arthroplasty,VARCHAR(500),text,Olecranon periprosthetic fracture - non-arthroplasty
olecranon_periprosthetic_fracture_arthroplasty,general,,demographics_part_1,dem_olecranon_periprosthetic_fracture_arthroplasty,VARCHAR(500),text,Olecranon periprosthetic fracture - arthroplasty
olecranon_bone_deformity_not_fracture_related,general,,demographics_part_1,dem_olecranon_bone_deformity_not_fracture_related,VARCHAR(500),text,Olecranon bone deformity (NOT fracture-related)
olecranon_sequelae_related_to_non_arthroplasty_implant,general,,demographics_part_1,dem_olecranon_sequelae_related_to_non_arthroplasty_implant,JSONB,checkbox,OLECRANON - Sequelae related to non-arthroplasty implant
olecranon_bone_tumour_classification,general,,demographics_part_1,dem_olecranon_bone_tumour_classification,VARCHAR(50),radio,OLECRANON BONE TUMOUR Classification
olecranon_bone_tumour_malignancy_source,general,,demographics_part_1,dem_olecranon_bone_tumour_malignancy_source,VARCHAR(50),radio,OLECRANON BONE TUMOUR Malignancy Source
olecranon_bone_infection_chronicity,general,,demographics_part_1,dem_olecranon_bone_infection_chronicity,VARCHAR(50),radio,OLECRANON BONE INFECTION Chronicity
olecranon_bone_infection_aetiology,general,,demographics_part_1,dem_olecranon_bone_infection_aetiology,VARCHAR(50),radio,OLECRANON BONE INFECTION Aetiology
olecranon_bone_infection_organsim,general,,demographics_part_1,dem_olecranon_bone_infection_organsim,VARCHAR(50),radio,OLECRANON BONE INFECTION Organsim
coronoid_process_fracture_closed_open,general,,demographics_part_1,dem_coronoid_process_fracture_closed_open,VARCHAR(50),radio,Coronoid Process Fracture Closed/Open
coronoid_process_fracture_open_grade,general,,demographics_part_1,dem_coronoid_process_fracture_open_grade,VARCHAR(50),radio,Coronoid Process Fracture Open Grade
coronoid_process_fracture_soft_tissue_status,general,,demographics_part_1,dem_coronoid_process_fracture_soft_tissue_status,TEXT,textarea,Coronoid Process Fracture Soft Tissue Status
coronoid_process_malunion,general,,demographics_part_1,dem_coronoid_process_malunion,VARCHAR(500),text,Coronoid Process malunion
coronoid_process_pathological_fracture_excluding_stress_fracture,general,,demographics_part_1,dem_coronoid_process_pathological_fracture_excluding_stress_fra,VARCHAR(500),text,Coronoid Process pathological fracture (excluding stress fracture)
coronoid_process_periprosthetic_fracture_non_arthroplasty,general,,demographics_part_1,dem_coronoid_process_periprosthetic_fracture_non_arthroplasty,VARCHAR(500),text,Coronoid Process periprosthetic fracture - non-arthroplasty
coronoid_process_periprosthetic_fracture_arthroplasty,general,,demographics_part_1,dem_coronoid_process_periprosthetic_fracture_arthroplasty,VARCHAR(500),text,Coronoid Process periprosthetic fracture - arthroplasty
coronoid_process_arthroplasty_sequelae,general,,demographics_part_1,dem_coronoid_process_arthroplasty_sequelae,JSONB,checkbox,CORONOID PROCESS ARTHROPLASTY SEQUELAE
coronoid_process_arthroplasty_sequelae_loosening_radius_bone_pathology,general,,demographics_part_1,dem_coronoid_process_arthroplasty_sequelae_loosening_radius_bon,VARCHAR(500),text,Coronoid process arthroplasty sequelae - loosening - radius bone pathology
coronoid_process_periprosthetic_acute_fracture_type,general,,demographics_part_1,dem_coronoid_process_periprosthetic_acute_fracture_type,JSONB,checkbox,Coronoid Process periprosthetic acute fracture type
coronoid_process_arthroplasty_sequelae_loosening_capitellum_bone_pathology,general,,demographics_part_1,dem_coronoid_process_arthroplasty_sequelae_loosening_capitellum,VARCHAR(500),text,Coronoid process arthroplasty sequelae - loosening - capitellum bone pathology
coronoid_process_sequelae_related_to_non_arthroplasty_implant,general,,demographics_part_1,dem_coronoid_process_sequelae_related_to_non_arthroplasty_impla,JSONB,checkbox,CORONOID PROCESS Sequelae related to non-arthroplasty implant
coronoid_process_bone_tumour_classification,general,,demographics_part_1,dem_coronoid_process_bone_tumour_classification,VARCHAR(50),radio,CORONOID PROCESS BONE TUMOUR Classification
coronoid_process_bone_tumour_malignancy_source,general,,demographics_part_1,dem_coronoid_process_bone_tumour_malignancy_source,VARCHAR(50),radio,CORONOID PROCESS BONE TUMOUR Malignancy Source
coronoid_process_bone_infection_chronicity,general,,demographics_part_1,dem_coronoid_process_bone_infection_chronicity,VARCHAR(50),radio,CORONOID PROCESS BONE INFECTION Chronicity
coronoid_process_bone_infection_aetiology,general,,demographics_part_1,dem_coronoid_process_bone_infection_aetiology,VARCHAR(50),radio,CORONOID PROCESS BONE INFECTION Aetiology
coronoid_process_bone_infection_organsim,general,,demographics_part_1,dem_coronoid_process_bone_infection_organsim,VARCHAR(50),radio,CORONOID PROCESS BONE INFECTION Organsim
radial_head_fracture_closed_open,general,,demographics_part_1,dem_radial_head_fracture_closed_open,VARCHAR(50),radio,Radial Head / Neck Fracture Closed / Open
radial_head_fracture_open_grade,general,,demographics_part_1,dem_radial_head_fracture_open_grade,VARCHAR(50),radio,Radial Head / Neck Fracture Open Grade
radial_head_neck_fracture,general,,demographics_part_1,dem_radial_head_neck_fracture,TEXT,textarea,Radial Head / Neck Fracture Soft Tissue Status
radial_head_malunion,general,,demographics_part_1,dem_radial_head_malunion,VARCHAR(500),text,Radial Head malunion
radial_head_pathological_fracture_excluding_stress_fracture,general,,demographics_part_1,dem_radial_head_pathological_fracture_excluding_stress_fracture,VARCHAR(500),text,Radial Head pathological fracture (excluding stress fracture)
radial_head_periprosthetic_fracture_non_arthroplasty,general,,demographics_part_1,dem_radial_head_periprosthetic_fracture_non_arthroplasty,VARCHAR(500),text,Radial Head Periprosthetic fracture - non-arthroplasty
radial_head_periprosthetic_fracture_arthroplasty,general,,demographics_part_1,dem_radial_head_periprosthetic_fracture_arthroplasty,VARCHAR(500),text,Radial Head Periprosthetic fracture - arthroplasty
radial_head_bone_deformity_not_fracture_related,general,,demographics_part_1,dem_radial_head_bone_deformity_not_fracture_related,VARCHAR(500),text,Radial Head bone deformity (NOT fracture-related)
radial_head_arthroplasty_sequelae,general,,demographics_part_1,dem_radial_head_arthroplasty_sequelae,JSONB,checkbox,RADIAL HEAD ARTHROPLASTY SEQUELAE
radial_head_arthroplasty_sequelae_loosening_radius_bone_pathology,general,,demographics_part_1,dem_radial_head_arthroplasty_sequelae_loosening_radius_bone_pat,VARCHAR(500),text,Radial Head arthroplasty sequelae - loosening - radius bone pathology
radial_head_periprosthetic_acute_fracture_type,general,,demographics_part_1,dem_radial_head_periprosthetic_acute_fracture_type,JSONB,checkbox,Radial Head periprosthetic acute fracture type
radial_head_arthroplasty_sequelae_loosening_capitellum_bone_pathology,general,,demographics_part_1,dem_radial_head_arthroplasty_sequelae_loosening_capitellum_bone,VARCHAR(500),text,Radial Head arthroplasty sequelae - loosening - capitellum bone pathology
radial_head_sequelae_related_to_non_arthroplasty_implant,general,,demographics_part_1,dem_radial_head_sequelae_related_to_non_arthroplasty_implant,JSONB,checkbox,RADIAL HEAD Sequelae related to non-arthroplasty implant
radial_head_bone_tumour_classification,general,,demographics_part_1,dem_radial_head_bone_tumour_classification,VARCHAR(50),radio,RADIAL HEAD BONE TUMOUR Classification
radial_head_bone_tumour_malignancy_source,general,,demographics_part_1,dem_radial_head_bone_tumour_malignancy_source,VARCHAR(50),radio,RADIAL HEAD BONE TUMOUR Malignancy Source
radial_head_bone_infection_chronicity,general,,demographics_part_1,dem_radial_head_bone_infection_chronicity,VARCHAR(50),radio,RADIAL HEAD BONE INFECTION Chronicity
radial_head_bone_infection_aetiology,general,,demographics_part_1,dem_radial_head_bone_infection_aetiology,VARCHAR(50),radio,RADIAL HEAD BONE INFECTION Aetiology
radial_head_bone_infection_organsim,general,,demographics_part_1,dem_radial_head_bone_infection_organsim,VARCHAR(50),radio,RADIAL HEAD BONE INFECTION Organsim
radial_diaphysis_fracture_closed_open,general,,demographics_part_1,dem_radial_diaphysis_fracture_closed_open,VARCHAR(50),radio,Radial Diaphysis Fracture Closed/Open
radial_diaphysis_fracture_open_grade,general,,demographics_part_1,dem_radial_diaphysis_fracture_open_grade,VARCHAR(50),radio,Radial Diaphysis Fracture Open Grade
radial_diaphysis_fracture_soft_tissue_status,general,,demographics_part_1,dem_radial_diaphysis_fracture_soft_tissue_status,TEXT,textarea,Radial Diaphysis Fracture Soft Tissue Status
radial_diaphysis_malunion,general,,demographics_part_1,dem_radial_diaphysis_malunion,VARCHAR(500),text,Radial Diaphysis malunion
radial_diaphysis_pathological_fracture_excluding_stress_fracture,general,,demographics_part_1,dem_radial_diaphysis_pathological_fracture_excluding_stress_fra,VARCHAR(500),text,Radial Diaphysis pathological fracture (excluding stress fracture)
radial_diaphysis_periprosthetic_fracture_non_arthroplasty,general,,demographics_part_1,dem_radial_diaphysis_periprosthetic_fracture_non_arthroplasty,VARCHAR(500),text,Radial Diaphysis Periprosthetic fracture - non-arthroplasty
radial_diaphysis_periprosthetic_fracture_arthroplasty,general,,demographics_part_1,dem_radial_diaphysis_periprosthetic_fracture_arthroplasty,VARCHAR(500),text,Radial Diaphysis Periprosthetic fracture - arthroplasty
radial_diaphysis_bone_deformity_not_fracture_related,general,,demographics_part_1,dem_radial_diaphysis_bone_deformity_not_fracture_related,VARCHAR(500),text,Radial Diaphysis bone deformity (NOT fracture-related)
radial_diaphysis_bone_defect_extra_articular,general,,demographics_part_1,dem_radial_diaphysis_bone_defect_extra_articular,VARCHAR(500),text,RADIAL DIAPHYSIS bone defect extra-articular
radial_diaphysis_sequelae_related_to_non_arthroplasty_implant,general,,demographics_part_1,dem_radial_diaphysis_sequelae_related_to_non_arthroplasty_impla,JSONB,checkbox,RADIAL DIAPHYSIS Sequelae related to non-arthroplasty implant
radial_diaphysis_bone_tumour_classification,general,,demographics_part_1,dem_radial_diaphysis_bone_tumour_classification,VARCHAR(50),radio,RADIAL DIAPHYSIS BONE TUMOUR Classification
radial_diaphysis_bone_tumour_malignancy_source,general,,demographics_part_1,dem_radial_diaphysis_bone_tumour_malignancy_source,VARCHAR(50),radio,RADIAL DIAPHYSIS BONE TUMOUR Malignancy Source
radial_diaphysis_bone_infection_chronicity,general,,demographics_part_1,dem_radial_diaphysis_bone_infection_chronicity,VARCHAR(50),radio,RADIAL DIAPHYSIS BONE INFECTION Chronicity
radial_diaphysis_bone_infection_aetiology,general,,demographics_part_1,dem_radial_diaphysis_bone_infection_aetiology,VARCHAR(50),radio,RADIAL DIAPHYSIS BONE INFECTION Aetiology
radial_diaphysis_bone_infection_organsim,general,,demographics_part_1,dem_radial_diaphysis_bone_infection_organsim,VARCHAR(50),radio,RADIAL DIAPHYSIS BONE INFECTION Organsim
ulna_diaphysis_fracture_closed_open,general,,demographics_part_2,dem_ulna_diaphysis_fracture_closed_open,VARCHAR(50),radio,Ulna Diaphysis Fracture Closed / Open
ulna_diaphysis_fracture_open_grade,general,,demographics_part_2,dem_ulna_diaphysis_fracture_open_grade,VARCHAR(50),radio,Ulna Diaphysis Fracture Open Grade
ulna_diaphysis_fracture_soft_tissue_status,general,,demographics_part_2,dem_ulna_diaphysis_fracture_soft_tissue_status,TEXT,textarea,Ulna Diaphysis Fracture Soft Tissue Status
ulna_diaphysis_malunion,general,,demographics_part_2,dem_ulna_diaphysis_malunion,VARCHAR(500),text,Ulna Diaphysis malunion
ulna_diaphysis_pathological_fracture_excluding_stress_fracture,general,,demographics_part_2,dem_ulna_diaphysis_pathological_fracture_excluding_stress_fract,VARCHAR(500),text,Ulna Diaphysis pathological fracture (excluding stress fracture)
ulna_diaphysis_periprosthetic_fracture_non_arthroplasty,general,,demographics_part_2,dem_ulna_diaphysis_periprosthetic_fracture_non_arthroplasty,VARCHAR(500),text,Ulna Diaphysis Periprosthetic fracture - non-arthroplasty
ulna_diaphysis_periprosthetic_fracture_arthroplasty,general,,demographics_part_2,dem_ulna_diaphysis_periprosthetic_fracture_arthroplasty,VARCHAR(500),text,Ulna Diaphysis Periprosthetic fracture - arthroplasty
ulna_diaphysis_bone_deformity_not_fracture_related,general,,demographics_part_2,dem_ulna_diaphysis_bone_deformity_not_fracture_related,VARCHAR(500),text,Ulna Diaphysis bone deformity (NOT fracture-related)
ulna_diaphysis_bone_defect_extra_articular,general,,demographics_part_2,dem_ulna_diaphysis_bone_defect_extra_articular,VARCHAR(500),text,ULNA DIAPHYSIS bone defect extra-articular
ulna_diaphysis_sequelae_related_to_non_arthroplasty_implant,general,,demographics_part_2,dem_ulna_diaphysis_sequelae_related_to_non_arthroplasty_implant,JSONB,checkbox,ULNA DIAPHYSIS Sequelae related to non-arthroplasty implant
ulna_diaphysis_bone_tumour_classification,general,,demographics_part_2,dem_ulna_diaphysis_bone_tumour_classification,VARCHAR(50),radio,ULNA DIAPHYSIS BONE TUMOUR Classification
ulna_diaphysis_bone_tumour_malignancy_source,general,,demographics_part_2,dem_ulna_diaphysis_bone_tumour_malignancy_source,VARCHAR(50),radio,ULNA DIAPHYSIS BONE TUMOUR Malignancy Source
ulna_diaphysis_bone_infection_chronicity,general,,demographics_part_2,dem_ulna_diaphysis_bone_infection_chronicity,VARCHAR(50),radio,ULNA DIAPHYSIS BONE INFECTION Chronicity
ulna_diaphysis_bone_infection_aetiology,general,,demographics_part_2,dem_ulna_diaphysis_bone_infection_aetiology,VARCHAR(50),radio,ULNA DIAPHYSIS BONE INFECTION Aetiology
ulna_diaphysis_bone_infection_organsim,general,,demographics_part_2,dem_ulna_diaphysis_bone_infection_organsim,VARCHAR(50),radio,ULNA DIAPHYSIS BONE INFECTION Organsim
